artist,album,track,uri,time_signature,popularity_levels,album.release_year_category,artist.id,artist.genres,estimated_genre_type,genre_category
Plaid,The Digging Remedy,Held,63rEWUctL48YGyZpR1VYKR,4,"(1,24]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
Lauren Sevian,Bliss,Miss Lady,17TQktokYiHpkMf4RARKAt,4,"[0,1]","(2015,2022]",0Y6aUM2yWtx0OEBMhtVjDv,jazz saxophone,jazz,jazz
Plaid,The Digging Remedy,CLOCK,0gkVD2tr14wCfJhqhdE94L,4,"(24,85]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
Charlie Parker,Bird - Original Motion Picture Soundtrack,All of Me,3C1Te94ztCf6DI5IDg4M8U,4,"(1,24]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Charlie Parker,Charlie Parker With Strings,I'll Remember April - Takes 1 / Alternate & Take 2 / False Start,3hI2D46ts2k3SJE3nElihV,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
The Mars Volta,Frances the Mute,Plant A Nail In the Navel Stream,3fXSyWIYRwbGT7IV4aB7Q1,3,"[0,1]","(2002,2010]",75U40yZLLPglFgXbDVnmVs,alternative metal|el paso indie,alternative,alternative
John Coltrane,Both Directions At Once: The Lost Album,Impressions - Take 1,05hSCC5hwv2rR4EyuslURV,3,"(1,24]","(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Silversun Pickups,Carnavas,Future Foe Scenarios,7iuXhan786faMHUaESCBfT,4,"[0,1]","(2002,2010]",6qyi8X6MdP1lu6B1K6yh3h,alternative rock|indie rock|la indie|modern rock|rock,alternative,alternative
Jane's Addiction,Nothing's Shocking,Pigs in Zen,0MbbjxUwRG0nNbneLXKkHP,4,"(24,85]","[1957,2002]",02NfyD6AlLA12crYzw5YcR,alternative metal|alternative rock|blues rock|funk metal|funk rock|grunge|nu metal|permanent wave|pop rock|rap rock|rock,alternative,alternative
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Dear Ms. Leading,5TssSpB76USBqXTK8kHISd,3,"[0,1]","(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,jazz
Slint,Spiderland,Washer,3SextuOmh1tNeVm3TP58l2,4,"[0,1]","[1957,2002]",4IwOItqRhsIoRuD5HP4vyC,alternative rock|art rock|dream pop|experimental|experimental rock|indie rock|louisville underground|math rock|post-hardcore|post-punk|post-rock|slowcore,alternative,alternative
Cannonball Adderley,Nancy Wilson/Cannonball Adderley,Unit 7 - Instrumental,0LxC9ft9j7BFy29kJFLqqs,4,"(1,24]","[1957,2002]",2JfVCMa3FlvQRlLT5uH9zb,adult standards|lounge|vocal jazz,jazz,jazz
Gary Burton,Crystal Silence,Crystal Silence,1Hq8J28icckPCfVBH1kSJD,4,"(24,85]","[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,jazz,jazz
Aphex Twin,Collapse EP,1st 44,5w1gF0DpAeTkFnLTlbLm96,4,"(24,85]","(2015,2022]",6kBDZFXuLrZgHnvmPu9NsG,ambient|braindance|electronica|intelligent dance music|uk experimental electronic,uk,other
re:plus,Miscellany,Sepia,0IoNamdwWKsXgDhrk48i3H,4,"(1,24]","(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Dancing In The Dark - Take 3 / Alternate,55PKgknmgIsROTWZ8cZ9o7,3,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
ROSALÍA,El Mal Querer,A NINGÚN HOMBRE - Cap.11: Poder,0RhO0RV0YKyF05kZ4uQOHW,5,"(24,85]","(2015,2022]",7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,r&b,other
Sonny Rollins Quartet,Tenor Madness - Saxophone Colossus,You Don't Know What Love Is,4NT4lT5wd5qFOWwuoQipFh,4,"[0,1]","(2002,2010]",2mlKlEmxOO3vb6DqopDh4H,bebop|jazz quartet,jazz,jazz
MGMT,Congratulations,Brian Eno,4QbVaPjV46w52zemaIWYl8,4,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
KNOWER,Life,Butts Tits Money,0QUojS0q0TNRDs4qkSglGa,4,"(24,85]","(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
Charlie Parker,Charlie Parker With Strings,East Of The Sun (West Of The Moon),7feFkdngJP2vK79aF80Us6,3,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
bohemianvoodoo,echoes,Nomad,45561ohuyguUvaRPe0Qzzv,4,"(1,24]","(2015,2022]",2pKjlyTAEzqUAFsQNCgmkS,japanese jazz|japanese jazz fusion|japanese post-rock,jazz,jazz
Flying Lotus,Cosmogramma,German Haircut,1Pv5j7BtAEDnuvdHNyuOtC,5,"(24,85]","(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,alternative,alternative
The Flashbulb,Hardscrabble,Back of the Yards,3Bnduka5KRhAYJO0SPC2Pt,4,"(1,24]","(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,dance,dance
KNOWER,Life,Hanging On,5MEAdc9kKuFbsYRY0HJ8LB,4,"(24,85]","(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
What the Tango?!,Alt Mission,Fuego,6ENXIFmwWP8cf5G7rLV56y,4,"[0,1]","(2010,2015]",1Rs2sifpDyJ0vJ2picQOUd,,,Not Assigned
Chick Corea,Hot House,Time Remembered,2tMy22ASJLMNU3bLOsHbpI,4,"(1,24]","(2010,2015]",5olDKSsFhhmwh8UCWwKtpq,contemporary jazz|contemporary post-bop|ecm-style jazz|jazz|jazz fusion|jazz piano|uk contemporary jazz,jazz,jazz
Veronik,Anómala,Cerré los ojos,2fLvNvlMSCVqJ7s3q46rXY,4,"[0,1]","(2015,2022]",581TNInp3mZTmJ1R1q2k1B,,,Not Assigned
KNOWER,Life,Die Right Now,5li8Xl69ORKZNrqn1Uz3IX,4,"(24,85]","(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
John Coltrane,My Favorite Things,Everytime We Say Goodbye,6yuhA5jlK7gEAIVoJ5WK1f,4,"(24,85]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Quincy Jones,Jazz in Film,Pawnbroker,7I4tiPHB6r2x8jHqbDb1ti,4,"(1,24]","[1957,2002]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Plini,Handmade Cities,Inhale,6MEyw3zOgtsKxRhFRYpP1x,4,"(24,85]","(2015,2022]",3Gs10XJ4S4OEFrMRqZJcic,djent|instrumental math rock|instrumental rock|progressive jazz fusion,jazz,jazz
bohemianvoodoo,echoes,A Peacock,5rN3uldoWW99Wp1MIoOugq,4,"(1,24]","(2015,2022]",2pKjlyTAEzqUAFsQNCgmkS,japanese jazz|japanese jazz fusion|japanese post-rock,jazz,jazz
Donald Harrison,Quantum Leap,I'm The Big Chief of Congo Square,2DTf1EejKb4q0adUO3JzVq,4,"(1,24]","(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,jazz,jazz
Juan Serrano,At the World's Fair,Altozano (Seguiriyas),4MlIcMIjvdHj4DlQZIvNlD,4,"(1,24]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 15: No. 1 in F Major",0rI0WGJAocQesazymYCW6Q,4,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
Silk,Tonight,Meeting in My Bedroom,3Ypnlj9KYSif4Elk7EeHgt,4,"(24,85]","[1957,2002]",2etWSM1cPeITq5E2bEK8PW,contemporary r&b|r&b|urban contemporary,contemporary,other
Susana China,Trapézio,As Manhãs,7pGsH8Ufk0xz83YoFZiIuZ,4,"[0,1]","(2015,2022]",1AGEQE7IRNqCFE73Tk8ad5,,,Not Assigned
Charlie Parker,Charlie Parker With Strings,Lover,3J0aGa1bWXHYlCzT3d9NyN,5,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
John Coltrane,Coltrane Plays the Blues,Blues to Elvin - Alternate Take 1,72Qg45Wjr2arYd8uKk5Apy,3,"(1,24]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Dancing In The Dark,3ml2FEcT0c9b7aeqBrfe5O,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Pharoah Sanders,Thembi,Love,3MG7ykbYDZUxJ2NqzLCfAy,1,"[0,1]","[1957,2002]",3JLUCojZaHrX2LaUkSj7Ud,avant-garde jazz|free jazz|hard bop|jazz|jazz funk|jazz fusion|jazz saxophone|spiritual jazz|uk contemporary jazz,jazz,jazz
VHS Head,Trademark Ribbons of Gold,Remote Control,2EnQXKVgsR8WyzBDT4onDH,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
rü,terodesu,Sssssssssssssssssssssss,2vg3EJAl1k44sbe2dG8CbY,4,"[0,1]","(2015,2022]",1slGKMObSjFDHaNM5ILhSv,peruvian indie,indie,indie
Flying Lotus,Cosmogramma,Dance Of The Pseudo Nymph,4iRf6daikCpjbmscGxwBV7,4,"(24,85]","(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,alternative,alternative
DJ Shadow,The Mountain Will Fall,The Mountain Will Fall,0luALYlvY9yt0T8YmevkcL,4,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
McCoy Tyner,Tender Moments,The High Priest - Remastered,1QVX2tIgB5zS7WrMbWtTqj,4,"(1,24]","(2002,2010]",2EsmKkHsXK0WMNGOtIhbxr,contemporary post-bop|hard bop|jazz|jazz fusion|jazz piano|stride|uk contemporary jazz,jazz,jazz
Charles McPherson,Come Play With Me,Marionette,6oTtxeC33RTstBK3TEJXJL,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Venetian Snares,Detrimentalist,Flashforward,79PlM7PbaP0wZnhTNStdIE,1,"[0,1]","(2002,2010]",7eKIP3IoPoUAZgZuvMM6hf,braindance|breakcore|drill and bass|hardcore techno|intelligent dance music,dance,dance
"Lester Young, Roy Eldridge & Vic Dickenson",Jazz Giants -56,I Didn't Know What Time It Was,1i5nGwRDWfHLt2dLkGJw7S,4,"[0,1]","(2002,2010]",0NKZIt0DlfPgRatwIcoI1A,,,Not Assigned
VHS Head,Trademark Ribbons of Gold,DPP39,2oakrxZW47mozQVPLDbhNA,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Pharoah Sanders,Thembi,Thembi,6x4WAXhYazOoc0vCg2sybO,4,"[0,1]","[1957,2002]",3JLUCojZaHrX2LaUkSj7Ud,avant-garde jazz|free jazz|hard bop|jazz|jazz funk|jazz fusion|jazz saxophone|spiritual jazz|uk contemporary jazz,jazz,jazz
John Coltrane,Giant Steps,Countdown,0m9kjCcQ6jSGBNuTAr0d0i,3,"[0,1]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Dave Liebman,Solo (Live in New York),The Hollow Men (Live),0hWVp6x0CWA22dNiTRXYRA,3,"[0,1]","(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,jazz,jazz
The Rolling Stones,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Under My Thumb,2aGI6026jt9do6XgCd7YED,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
The Mars Volta,Frances the Mute,Sarcophagi,00lPoVbWbjJD0MS7S30KE8,4,"[0,1]","(2002,2010]",75U40yZLLPglFgXbDVnmVs,alternative metal|el paso indie,alternative,alternative
Portugal. The Man,In the Mountain in the Cloud,Share with Me the Sun,60pGI8AIB22qB8rC0BHrA0,4,"(24,85]","(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
John Coltrane,Coltrane Plays the Blues,Blues to You - Alternate Take 2,2FfOHiuQM31D7CVukZLhI3,3,"(1,24]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Shinsei Kamattechan,Minna Sine,kuchizusameru youni,1vOuEiLnP5iTnI0OfvvBkx,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
Charles McPherson,Siku Ya Bibi,Good Morning Heartache,1w8c7pzIndb9doYIAsKEfa,3,"[0,1]","[1957,2002]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Macross 82-99,CHAM!,Sailor Team,5BZlA4HSV36XZqnfOQOzyz,4,"(24,85]","(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,bass,other
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 9: No. 2 in E-Flat Major",7IfArp0ScTxqviuPeCYBe9,5,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
Charlie Parker,Charlie Parker With Strings,Everything Happens To Me,47gNPh6hTGfjIXqH5Z5iip,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Ornette Coleman,The Shape Of Jazz To Come,Lonely Woman,23aDP04QX8MAHA99FLaPtN,4,"(24,85]","[1957,2002]",47odibUtrN3lnWx0p0pk2P,avant-garde jazz|contemporary jazz|contemporary post-bop|experimental|free improvisation|free jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|norwegian contemporary jazz|uk contemporary jazz,jazz,jazz
Benny Golson Quintet,Domingo,My Blues House,7zqfYRVzty5g3oZOq1RLbz,4,"[0,1]","[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,,Not Assigned
VHS Head,Trademark Ribbons of Gold,The Violent Breed,4YGbPN8HqMSRIgAd1QOHJP,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Dave Liebman,Solo (Live in New York),The Solo Line Challenge (Intro) [Live],5hP4VPnvkX8dmgI3oo3qOX,4,"[0,1]","(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,jazz,jazz
Danny Janklow,Worlds Collide,Worlds Collide,4RHlJdyYXBcxztdSLuHkTA,4,"[0,1]","(2015,2022]",5tGErdVuglvOkSlTo4scnt,,,Not Assigned
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 55: No. 1 in F Minor",22GqpRQlFaRjwuvZ0EzzDx,3,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
VHS Head,Trademark Ribbons of Gold,The Stuff,4vUxYXKiQBwAhhfUQvZjXT,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Alexa Tarantino,Crossing Paths,On a Misty Night,1krcIt2IR15wM1WKY1DBRR,3,"[0,1]","(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,jazz,jazz
Portugal. The Man,The Satanic Satanist,The Home,1Kj7j92UILOYIaBrPSmA2M,4,"[0,1]","(2002,2010]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
Lee Morgan,Moanin',Warm-Up / Dialogue Between Lee Morgan And Rudy Van Gelder - Remastered,3A94GcANmg8APx68mGfoix,3,"(24,85]","[1957,2002]",6ykfXAed2KOLOMI3R0TZdz,bebop|hard bop|jazz|jazz drums|jazz fusion,jazz,jazz
fromis_9,9 WAY TICKET,WE GO,7oQqeRSV38YqkRv2UGvmbS,5,"(24,85]","(2015,2022]",24nUVBIlCGi4twz4nYxJum,k-pop|k-pop girl group,k-pop,other
Veronik,Anómala,Tormenta,3EZi7tfp47wxM3G29GsKew,3,"[0,1]","(2015,2022]",581TNInp3mZTmJ1R1q2k1B,,,Not Assigned
Lamb of God,Ashes Of The Wake,Laid to Rest,0lCwaZYSRy6q0jLmnYiQxi,3,"[0,1]","(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,alternative,alternative
Sex Bob-Omb,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Summertime,1mlntjeP81QqYGuzXGhkEC,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Kenny Garrett,Songbook,Brother Hubbard,40yVGoRRmqbcW8MuRd2TfB,4,"(1,24]","[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,jazz,jazz
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 62: No. 2 in E Major",0veeSnOa3qhDxlyJIQZu6X,5,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Cool Blues,1vu77ziG5vAT2xZiohAU2i,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
bohemianvoodoo,echoes,Lapis Lazuli,3FV8gjFtA3J1CAyDIhUOM6,4,"(1,24]","(2015,2022]",2pKjlyTAEzqUAFsQNCgmkS,japanese jazz|japanese jazz fusion|japanese post-rock,jazz,jazz
Lee Morgan,Search For The New Land,Search For The New Land - Remastered,3adOstnpR3h59VbfGpOkhf,4,"(24,85]","(2002,2010]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,jazz,jazz
KNOWER,Life,Pizza,4JwYGZ6bRh19I7fQjh5e8p,4,"(1,24]","(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
Terell Stafford,New Beginnings,Selah,2e5LKb75UQ686YaqMmM2HG,4,"[0,1]","(2002,2010]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,jazz,jazz
bôa,Get There,Daylight,0MfQOYFuUuab3aCrBTC3En,4,"[0,1]","(2002,2010]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
Gary Burton,Crystal Silence,Children's Song,7j0V0BwEChTobkUcKzPCUC,3,"(24,85]","[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,jazz,jazz
Veronik,Anómala,Gallinazos,5SJO3obguDZy19dUlOfBQH,3,"[0,1]","(2015,2022]",581TNInp3mZTmJ1R1q2k1B,,,Not Assigned
Branford Marsalis Quartet,Requiem,Doctone,6SYtXaG4jQAxjJ2KiNIs80,4,"(1,24]","[1957,2002]",795yvukGj0UOfcP8uftDq9,jazz quartet,jazz,jazz
Shinsei Kamattechan,Minna Sine,otoko ha roman daze! takeda kun,6fqpTa12Az5JB1WcXmonVQ,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 48: No. 1 in C Minor",3yAtE0SRikqjVUJ7HnhOcY,4,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
Plaid,The Digging Remedy,Lambswood,7l0Ew5B7CefakZcvn8MpL2,4,"(1,24]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
Shinsei Kamattechan,Minna Sine,saiaku na syoujo no syourai,6jDhSFwn57Qff2TWLZPB6G,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
re:plus,Miscellany,Aism,5VIn5Ab13PYO1SOcThXm6M,4,"(1,24]","(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Temptation - Take 1 / Alternate,67X5NClh7xk2aGW02dmBS2,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
bôa,Twilight,Welcome,5a8ut7H6o5pqdB8A73SYuh,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
Ornette Coleman,The Shape Of Jazz To Come,Focus on Sanity,59OezEtep4hCy0n62Z3js5,4,"(24,85]","[1957,2002]",47odibUtrN3lnWx0p0pk2P,avant-garde jazz|contemporary jazz|contemporary post-bop|experimental|free improvisation|free jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|norwegian contemporary jazz|uk contemporary jazz,jazz,jazz
Kenny Garrett,Songbook,Ms. Baja,6SVi1GOhrtuDVBcadFgGe5,4,"(1,24]","[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,jazz,jazz
The Delgados,Hate,If This Is A Plan,005Bw30WCrIcUOHF4Abqti,3,"[0,1]","[1957,2002]",4wavWMHhIiUXxwCuWsHzXo,britpop|scottish indie,indie,indie
RATKING,So It Goes,*,2wTYzpTWc4Z3FrGY3JDLEM,4,"[0,1]","(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,escape,other
Juan Serrano,At the World's Fair,Cortesia Alix,3KB7vB2T3XVeiwgrZI4j5m,1,"[0,1]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
Edgar Knecht,Personal Seasons,Winterschall,5JoCs5w0Azu15uigJRbH9T,4,"[0,1]","(2015,2022]",5TanVo4E1Frx9a5wdjCpNf,,,Not Assigned
rü,terodesu,Discusion Con Un Aborto,2jm8K3y9zVUERaSjNTIePO,4,"[0,1]","(2015,2022]",1slGKMObSjFDHaNM5ILhSv,peruvian indie,indie,indie
Lee Morgan,Search For The New Land,Mr. Kenyatta - Remastered,00LTkyO7oR17To22oaKHhs,4,"(24,85]","(2002,2010]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,jazz,jazz
The Delgados,Hate,The Drowning Years,7BXa8U9bR0z4sdTcnx3MT6,3,"[0,1]","[1957,2002]",4wavWMHhIiUXxwCuWsHzXo,britpop|scottish indie,indie,indie
Emily Remler,East To Wes,Daahound,7xjUIOT2tc2oI29gszEeBy,4,"[0,1]","[1957,2002]",2KD1KC9SgUiYueJUmWTnNJ,jazz guitar,jazz,jazz
Charlie Parker,Bird - Original Motion Picture Soundtrack,Cool Blues,14th6JpQiJ4Q5MY4EAstXe,3,"(1,24]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Manchester Orchestra,Mean Everything To Nothing,"Jimmy, He Whispers",7FfYAYA24JiB52cB1qJDp1,4,"(24,85]","(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,rock,other
Shinsei Kamattechan,Minna Sine,baby rainy dairy,1d2vyNbzMVcPwdTwkRwgNq,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
Death Grips,Year Of The Snitch,The Horn Section,5QvTwt6dr3ys7AzZJAKtPS,3,"(24,85]","(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,experimental,other
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Scrapple From The Apple,7sOd8GUxD8n931pb2zxMuR,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Hiromi,Spark,"What WIll Be, Will Be",0MiVVcnGxWHWgapuUa8Ye7,4,"[0,1]","(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,jazz,jazz
Little Brother,The Listening [Instrumentals],The Yo Yo,2tUjXUuDBA2uDGbFtcCCim,4,"[0,1]","[1957,2002]",0s9MrSopEoAn8JqwBipgdO,alternative hip-hop|hip-hop|north carolina hip-hop|southern hip-hop,alternative,alternative
DJ Shadow,The Mountain Will Fall,Pitter Patter,0LVIo1ed5lUykChb5njvWj,4,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
Bruno Mars,24K Magic,24K Magic,6b8Be6ljOzmkOmFslEb23P,4,"(24,85]","(2015,2022]",0du5cEVh5yTK9QJze8zA0C,dance pop|pop,dance,dance
Charlie Parker,Bird - Original Motion Picture Soundtrack,Ornithology,6A1mh31895sUIYEpOfeqC3,4,"(24,85]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Charles Mingus,The Clown,Reincarnation of a Lovebird,1RbjCI9KYt7kDNmlcDprdO,4,"(1,24]","[1957,2002]",1W8TbFzNS15VwsempfY12H,avant-garde jazz|bebop|contemporary post-bop|cool jazz|electric bass|free jazz|hard bop|jazz|jazz double bass|jazz fusion|uk contemporary jazz,jazz,jazz
