artist,album,track,uri,time_signature,popularity_levels,album.release_year_category,artist.id,artist.genres,estimated_genre_type,genre_category
Shinsei Kamattechan,Minna Sine,pororirorin na boku mo gyagyagyagyagyaaan,1H8Vsr3Y4smdITJKJSYlkF,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
Branford Marsalis Quartet,Requiem,Trieste,4FBB2Srnh4EMKprHLxTyOl,4,"(1,24]","[1957,2002]",795yvukGj0UOfcP8uftDq9,jazz quartet,jazz,jazz
Charles McPherson,First Flight Out,Karen,63jiirOmYXHF3hOAo4zJjQ,4,"(1,24]","(2002,2010]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Monk Rowe,Jazz Life,Portrait in the Wild,5g84wg7Ikzmr0EpDYF6s2w,4,"[0,1]","[1957,2002]",4KXCf2cfl81bcPjvgCB37p,,,Not Assigned
ROSALÍA,El Mal Querer,DE AQUÍ NO SALES - Cap.4: Disputa,0CaiddWO1F3v4nTQGgfk9A,3,"(24,85]","(2015,2022]",7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,r&b,other
Cannonball Adderley,Nancy Wilson/Cannonball Adderley,Teaneck - Instrumental,4LPJBKFkNUClmGSEtpAPS5,4,"(1,24]","[1957,2002]",2JfVCMa3FlvQRlLT5uH9zb,adult standards|lounge|vocal jazz,jazz,jazz
Amigos de Teresa,"Ni Pasivos, Ni Activos ¡Modernos!",Alien Ilegal,7CRS6jAVEDjmav11GxIjcx,4,"[0,1]","(2015,2022]",61h4Emw4bK9s9TR0aD2lzk,,,Not Assigned
Sonny Rollins Quartet,Tenor Madness - Saxophone Colossus,Blue 7,329QVR2TaRBag0d9KNQWxy,4,"[0,1]","(2002,2010]",2mlKlEmxOO3vb6DqopDh4H,bebop|jazz quartet,jazz,jazz
Lauren Sevian,Bliss,Goldies Chance,5AwADU2YgdVBeGIrUrV36F,4,"[0,1]","(2015,2022]",0Y6aUM2yWtx0OEBMhtVjDv,jazz saxophone,jazz,jazz
Michael Jackson,Off the Wall,She's Out of My Life - Single Version,6NGsHLZYGVAkXTFr75WWnn,4,"(24,85]","[1957,2002]",3fMbdgg4jU18AjLCKBhRSm,pop|r&b|soul,pop,pop
KNOWER,Let Go,What's in Your Heart (Xtra Fat Mix),4X12WyrLbvAin3jFS4HPKs,4,"(1,24]","(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
TWICE,Eyes Wide Open,SAY SOMETHING,2gagYYY4R8QimbnFqd96ST,4,"(24,85]","(2015,2022]",7n2Ycct7Beij7Dj7meI4X0,k-pop|k-pop girl group,k-pop,other
VHS Head,Trademark Ribbons of Gold,Gianasi,0yVaLC6QAZwZBduc4LByW5,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Plumtree,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Scott Pilgrim,21RNJNuoTQkhwAuaxtBqXL,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
"Jose Luis ""Pepe"" Motta",Cuadro De Amigos,La Trampera,1r8teqYHO2T5QcLhphK0Y5,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
bôa,Twilight,Duvet,7urtwZEtOypb3r8HNi42dT,4,"(1,24]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
RATKING,So It Goes,Eat,0tsOqIpaUJ0k55xlaUyY6n,3,"[0,1]","(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,escape,other
Portugal. The Man,In the Mountain in the Cloud,Head Is a Flame (Cool with It),6AsW5PbmtQKYgXfbaNul8b,4,"(24,85]","(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
Miki J,"Japanese Boogie & Disco, Vol. 2",Playing Games,29KB0fBhoo7o9QvGkG8iHQ,4,"[0,1]","(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Monk Rowe,Jazz Life,Harlem Lullaby,2JeYQPQb5hO6OzchqfIuep,3,"[0,1]","[1957,2002]",4KXCf2cfl81bcPjvgCB37p,,,Not Assigned
Charles Mingus,The Clown,Tonight at Noon,2hbDR9hpDADWAu7kUOFo8l,4,"(1,24]","[1957,2002]",1W8TbFzNS15VwsempfY12H,avant-garde jazz|bebop|contemporary post-bop|cool jazz|electric bass|free jazz|hard bop|jazz|jazz double bass|jazz fusion|uk contemporary jazz,jazz,jazz
Metric,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Black Sheep,3TwudE5Wo6I0hZrG7talE8,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Jessie Funk,"Japanese Boogie & Disco, Vol. 2",Dirty Talk,4vNkqApZmjlQ0UiVfmo4YT,4,"[0,1]","(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
John Coltrane,Coltrane's Sound,26-2,3m88YPqvxIj4VV0JJKR5FZ,4,"(24,85]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Mikazuki BIGWAVE,彼女は魔法少女,ハートのGROOVE,0musaRqlt8A8R505g5cBc0,4,"[0,1]","(2015,2022]",7dqKRXUJvcgQbg6jq06uFW,future funk,funk,other
Miles Davis,Kind Of Blue,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",3NvYPUNu6nwQgN31UnoDbn,4,"(24,85]","[1957,2002]",0kbYTNQb4Pb1rPbbaF0pT4,cool jazz|hard bop|jazz|jazz fusion|jazz trumpet|uk contemporary jazz,jazz,jazz
Veronik,Anómala,Anómala,2iD4A92G77HdoiPe9d5JJS,4,"[0,1]","(2015,2022]",581TNInp3mZTmJ1R1q2k1B,,,Not Assigned
VHS Head,Trademark Ribbons of Gold,Motions,1EswGxqPNjkx1Rbqa4uo1r,3,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
MGMT,Oracular Spectacular,Pieces of What,6wxDu7ISgm5nppPMea4W7D,4,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
The Mars Volta,Frances the Mute,Cygnus...Vismund Cygnus,3vQHHx7Ym7udJyGHTTVGbd,4,"[0,1]","(2002,2010]",75U40yZLLPglFgXbDVnmVs,alternative metal|el paso indie,alternative,alternative
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Blood Of The Rose,24OiGmE3tMCMscH3nEtWra,4,"[0,1]","(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,jazz
Roy Hargrove,Nothing Serious,Salima's Dance,6bsrn8AHJwM2Kl1mRUmAvK,3,"[0,1]","(2002,2010]",49zXTngyUTielHTbbH5YKs,bebop|big band|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz trumpet,jazz,jazz
What the Tango?!,Alt Mission,Fuego (Chaos Control Remix,5tj7dKZiU8BBTGIuFMbSkS,4,"[0,1]","(2010,2015]",1Rs2sifpDyJ0vJ2picQOUd,,,Not Assigned
Portugal. The Man,In the Mountain in the Cloud,All Your Light (Times Like These),3UOlYczxtt70Xj1VplXgj8,4,"(24,85]","(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Au-Leu-Cha,3SgdL2F9615gosFdARLZEd,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Gary Burton,Crystal Silence,"Arise, Her Eyes",155UNsTS7qGrQLlxVMkVCB,3,"(1,24]","[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,jazz,jazz
Portugal. The Man,The Satanic Satanist,Do You,0ShdRGG915hfaUs2zc0z23,4,"[0,1]","(2002,2010]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
Roy Hargrove,Nothing Serious,Nothing Serious,2ts5sBvcuaAYUEWKYgpQLs,4,"[0,1]","(2002,2010]",49zXTngyUTielHTbbH5YKs,bebop|big band|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz trumpet,jazz,jazz
Susana China,Trapézio,Segredos,4PnoOwbBDIA0ZLC6WPA0X4,4,"[0,1]","(2015,2022]",1AGEQE7IRNqCFE73Tk8ad5,,,Not Assigned
Anamanaguchi,Endless Fantasy,Echobo,4KGH9pALg3aehDXt0FLGLD,4,"[0,1]","(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,indie,indie
John Coltrane,Coltrane Plays the Blues,Blues to Elvin,6zsXduqHYbAAy318vQqNTA,3,"(1,24]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Charles McPherson,First Flight Out,Lizabeth,1W3SRMfORrW2ANfV009Kac,4,"[0,1]","(2002,2010]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
"Jose Luis ""Pepe"" Motta",Cuadro De Amigos,El Choclo,6Rf8j7FHfI6ArJ5449WMaQ,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Yusef Lateef,Prestige Profiles: Eric Dolphy,Blues For The Orient - Rudy Van Gelder Remaster,1Ff2Nk15iGYyEW5YCtpUnA,4,"[0,1]","(2002,2010]",6rxxu32JCGDpKKMPHxnSJp,avant-garde jazz|bebop|contemporary post-bop|free improvisation|free jazz|japanese jazz|jazz|jazz fusion,jazz,jazz
Venetian Snares,Detrimentalist,Poo Yourself Jason,0qpt3Q3K2vzYaPD14xrrY2,1,"[0,1]","(2002,2010]",7eKIP3IoPoUAZgZuvMM6hf,braindance|breakcore|drill and bass|hardcore techno|intelligent dance music,dance,dance
Anamanaguchi,Endless Fantasy,SPF 420,2nvEPYLPsngJq21VwSi12D,4,"[0,1]","(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,indie,indie
bôa,Twilight,Drinking,3sjyCuxVgca9C9RNLjaLVn,3,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 27: No. 2 in D-Flat Major",0FPkjSNOFZvLIbUuL14vqC,4,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
RATKING,So It Goes,So It Goes,2c2h50255PP5qzj4CW90H3,4,"[0,1]","(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,escape,other
re:plus,Miscellany,Simple Things,2UjBFchgS5nduLvYjzWyQK,4,"(1,24]","(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,jazz,jazz
Plaid,The Digging Remedy,Baby Step Giant Step,59HqV88dtHOSEf2RuTZcVW,5,"(1,24]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",The Oracles on the Delphi Express,02xcN0Pu1mrmK4xSW4yoZN,4,"[0,1]","(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,jazz
Charles McPherson,Come Play With Me,Darn That Dream,7FbqcM1yXsJgFUtPYiH3Rb,3,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Nancy Wilson,Nancy Wilson/Cannonball Adderley,A Sleepin' Bee,2GI8W59kcPTn1Nt4eJXpKf,4,"(24,85]","[1957,2002]",2JfVCMa3FlvQRlLT5uH9zb,adult standards|lounge|vocal jazz,jazz,jazz
TAEYEON,INVU - The 3rd Album,Weekend,0n1jo6k1GUzyrcXW2aS0iL,4,"(24,85]","(2015,2022]",3qNVuliS40BLgXGxhdBdqu,k-pop|pop,pop,pop
The Dave Brubeck Quartet,Time Out,Pick up Sticks,7IyAHUojmZ63X8vC9CmcZj,3,"(1,24]","[1957,2002]",4iRZAbYvBqnxrbs6K25aJ7,bebop|jazz|jazz quartet,jazz,jazz
Flying Lotus,Cosmogramma,Drips//Auntie's Harp,7FYXvZO8Gqp8m8EKnhdhqC,3,"(24,85]","(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,alternative,alternative
Charles McPherson,Come Play With Me,Pretty Girl Blues,0n6xSy6fXTvlPxvWmGc11e,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
The Fall of Troy,Doppelganger,F.C.P.R.E.M.I.X.,4OsLDuaH0bWR6xM6nj66F8,4,"(24,85]","(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,post-hardcore,other
Charlie Parker,Charlie Parker With Strings,East Of The Sun (And West Of The Moon) - Take 1 / Alternate,5mMbV9WWzsK9FNNzHQqmTU,3,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
DJ Shadow,The Mountain Will Fall,The Sideshow,2g8rh7h3Vu2q5siig6LLiq,4,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
Alexa Tarantino,Crossing Paths,In the Wee Small Hours of the Morning,3Wn8EktXH6IAvgk13FzVjM,4,"[0,1]","(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,jazz,jazz
Portugal. The Man,In the Mountain in the Cloud,Senseless,2X3NxzbcjEsT3gQ5tMiuHJ,3,"(24,85]","(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
Benny Golson Quintet,Domingo,Time Speaks,4wqtdFI72NiaLCLmtvgkMC,4,"[0,1]","[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,,Not Assigned
Charlie Parker,Charlie Parker With Strings,Dancing In The Dark - Take 4 / Alternate,1Y8iPhB5bcRUZiYNTJXlfp,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Lee Morgan,Cornbread,Ill Wind,4BPd4Z916ZXnm8oXNqHxZg,4,"(24,85]","[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,jazz,jazz
Shinsei Kamattechan,Minna Sine,neko radi,1gAtoTj3o8Gs7PLyn2JQNV,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
VHS Head,Trademark Ribbons of Gold,Red Lens Effect,3sqCM6eLNiMqNhML4xPojf,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Lee Morgan,Cornbread,Most Like Lee,3JfUaUogPIFkw0u0hdMnLd,4,"(24,85]","[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,jazz,jazz
Ornette Coleman,The Shape Of Jazz To Come,Peace,4TrzjMsOnd1KWkWrsDRB3u,4,"(24,85]","[1957,2002]",47odibUtrN3lnWx0p0pk2P,avant-garde jazz|contemporary jazz|contemporary post-bop|experimental|free improvisation|free jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|norwegian contemporary jazz|uk contemporary jazz,jazz,jazz
Death Grips,Year Of The Snitch,Streaky,3YucB1GctwtFtGi0Ti447R,4,"(24,85]","(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,experimental,other
Lauren Sevian,Bliss,Lamb And Bunny,7tokgM5kdjQnCaeSSkeNw6,4,"[0,1]","(2015,2022]",0Y6aUM2yWtx0OEBMhtVjDv,jazz saxophone,jazz,jazz
Plaid,The Digging Remedy,Do Matter,6ZQ3XvLBrmwnoNFtU0c2X5,4,"(24,85]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
Willie Jones III,Groundwork,Git'cha Shout On,1Ojldfgh5ugqFRylsaavz0,4,"(1,24]","(2010,2015]",06zKa5bEBIn8j0iUdCR6cX,jazz drums|straight-ahead jazz,jazz,jazz
Chicha Libre,Sonido Amazonico!,Gnossienne No. 1,7gxKWSbczyS6RuyjZdTG5t,4,"[0,1]","(2002,2010]",1eiodDx0lIftKNviQGG95x,chicha,chicha,other
Thank You Scientist,Stranger Heads Prevail,Mr. Invisible,01enyHIxGijVS56im5qZaH,4,"(1,24]","(2015,2022]",4YygB8sfxuIcj2p0G9kpQ5,progressive jazz fusion|progressive post-hardcore,jazz,jazz
Macross 82-99,CHAM!,Rainbow Roads (feat. Timid Soul),3PibVg8xP0YsXqmemVz1Uc,4,"(24,85]","(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,bass,other
Flying Lotus,Cosmogramma,Computer Face//Pure Being,3PovGredRP1qYTZZME7DDR,4,"(24,85]","(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,alternative,alternative
The Flashbulb,Hardscrabble,Three Hundred CC,696p5YNjyAX1lJpDSvUbdJ,4,"(24,85]","(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,dance,dance
"Jose Luis ""Pepe"" Motta",Cuadro De Amigos,El Corazon al Sur,5wNansiMC0fn1tvnlfzFJl,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
John Coltrane,My Favorite Things,But Not for Me,0nPe2JSoIX41p3XC7dHOfX,4,"(1,24]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Anamanaguchi,Endless Fantasy,Snow Angels,08J88Yor2moFkXFaRp1e07,4,"[0,1]","(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,indie,indie
McCoy Tyner,Tender Moments,Lee Plus Three - Remastered,2BxxczLpD7QAVg5LqzdtBg,3,"(1,24]","(2002,2010]",2EsmKkHsXK0WMNGOtIhbxr,contemporary post-bop|hard bop|jazz|jazz fusion|jazz piano|stride|uk contemporary jazz,jazz,jazz
Benny Golson Quintet,Domingo,Blues March,4h4Gi3zpDctWhKZTg5al5g,4,"[0,1]","[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,,Not Assigned
John Coltrane,Both Directions At Once: The Lost Album,"One Up, One Down - Take 1",7BwqeqnNAiBEPTlhoVOWkt,4,"(1,24]","(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Dave Liebman,Solo (Live in New York),The Loneliness of a Long Distance Runner (Intro) [Live],1dtf5Xt3SmhuorPECzQLTT,3,"[0,1]","(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,jazz,jazz
Anamanaguchi,Endless Fantasy,Interlude (Total Tea Time),666Gq86pwKtAJcLB9Jg9aF,3,"[0,1]","(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,indie,indie
The Dave Brubeck Quartet,Time Out,Blue Rondo à la Turk,36MLLjFug6TJYNODUVR7av,4,"(24,85]","[1957,2002]",4iRZAbYvBqnxrbs6K25aJ7,bebop|jazz|jazz quartet,jazz,jazz
VHS Head,Trademark Ribbons of Gold,Brain Damaged,3N999NKXsQ0WHpPtjwbwJi,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Broken Social Scene,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Anthems For A Seventeen Year Old Girl,3glUzDmylREd9maS7VdA3O,4,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
CHEN,Dear my dear - The 2nd Mini Album,Shall we?,1afMrs1HEsNDm11GRrLeoW,4,"(24,85]","(2015,2022]",0UEP2XBR9aC5NBKcAKnBIq,k-pop,k-pop,other
Susana China,Trapézio,Choro das Águas,2d92YMetFsTu4vbr91mXjh,4,"[0,1]","(2015,2022]",1AGEQE7IRNqCFE73Tk8ad5,,,Not Assigned
Manchester Orchestra,Mean Everything To Nothing,In My Teeth,2mTTxjPcqv2K9jnOX4dXpD,4,"(24,85]","(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,rock,other
The Delgados,Hate,Woke From Dreaming,72WDTC5P5J3X9dRmkil6tp,4,"[0,1]","[1957,2002]",4wavWMHhIiUXxwCuWsHzXo,britpop|scottish indie,indie,indie
Juan Serrano,Plays Popular Music of Spain and the Old World,Suite Gaditana (Mayor y Menor),45txwxm4pLG91qQiRcRuw9,3,"(1,24]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
re:plus,Miscellany,Floating Futures,1x0nPWM06XXTpjlcB5CZqy,4,"(1,24]","(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,jazz,jazz
Charlie Parker,Bird - Original Motion Picture Soundtrack,Now's the Time (II),1jqRkkc0LopHqZzHpXxFXL,4,"(1,24]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
The Flashbulb,Hardscrabble,Skype Piano,5jzvbHPAHMRKHNf3St2OhR,1,"(1,24]","(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,dance,dance
Portugal. The Man,In the Mountain in the Cloud,Once Was One,5W8sli3Irb4ROGkhWo6xxH,4,"(24,85]","(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,alternative,alternative
Donald Harrison,Quantum Leap,Water Meter,7DWpKtuGLLnInqGXwEsSub,4,"[0,1]","(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,jazz,jazz
DJ Shadow,The Mountain Will Fall,Bergschrund,49bOasbGve41kV4CM982rv,4,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
Terell Stafford,Brotherlee Love,Hocus Pocus,006KbVR0MKDBKHYx0zNj1n,4,"(1,24]","(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,jazz,jazz
Tina Guo,Game On!,Pokémon,0zjEZTXsL4vMTMffx2gHdT,4,"(24,85]","(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,cello,other
Gary Burton,Crystal Silence,Feelings And Things,0qz4S8Er6xn87yJNPlXLsP,4,"(1,24]","[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,jazz,jazz
VHS Head,Trademark Ribbons of Gold,Guinea Pig Film,4egTujONvNlrTPGsSCeRi5,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
VHS Head,Trademark Ribbons of Gold,Sunset Everett,3d4rQrdkV7e0Fr7bxUH2HR,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Charlie Parker,Charlie Parker With Strings,Laura,0yrxO8b4ep1R4rj2JBznVJ,3,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
KNOWER,Life,"Cry Tomorrow, Laugh Today",0DZb8jsh2F8Jv276AZNOiL,4,"(1,24]","(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
Terell Stafford,New Beginnings,He Knows How Much You Can Bear,5gWJNZndj8rHZYSwwB2HGG,4,"[0,1]","(2002,2010]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,jazz,jazz
re:plus,Miscellany,Englishman in New York,2VghRNJ5bzlOyl7E77qyHn,3,"(1,24]","(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Vital Vessals Vindicate,4SN3s4GrqgiAs49HZYZTwi,3,"[0,1]","(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,jazz
Dave Liebman,Solo (Live in New York),The Fourth Wall (Intro) [Live],5tGDhednvStLZjR6kpBzBS,4,"[0,1]","(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,jazz,jazz
Donald Harrison,Quantum Leap,Make Some Noise,6vR833uxY4BaluAXsSDwlF,3,"[0,1]","(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,jazz,jazz
Terell Stafford,New Beginnings,Soft Winds,5EPGksnTLJftgTg8vtphoH,4,"[0,1]","(2002,2010]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,jazz,jazz
Plaid,The Digging Remedy,Reeling Spiders,2I13NLmq4pW6LIlQ9SYyTg,5,"(1,24]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
Chick Corea,Hot House,Eleanor Rigby,6uTBygiJhixhhz3xNVtjbH,4,"(1,24]","(2010,2015]",5olDKSsFhhmwh8UCWwKtpq,contemporary jazz|contemporary post-bop|ecm-style jazz|jazz|jazz fusion|jazz piano|uk contemporary jazz,jazz,jazz
bôa,Twilight,Anna Maria,6poCULVJv13jTsePQ0FWYS,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
bôa,Get There,America,7w965jad1xqTOMsBhH7cjP,4,"[0,1]","(2002,2010]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
DJ Shadow,The Mountain Will Fall,California,2KrQlDuTVGm25gCqGWqXBW,3,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
Benny Golson Quintet,Domingo,Moment To Moment,4bFceetekgyCTm2Io9kn1i,4,"[0,1]","[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,,Not Assigned
